Bacteria,Metabolite_PC,coef_a,coef_b,coef_c,coef_c_prime,coef_a * coef_b
Coprococcus_catus,PC17,-10.939888702418356,-0.029740132390084613,-62.441601100808576,-62.74066515196586,0.32535373834271286
Coprococcus_catus,PC18,-6.886112278534245,-0.05730609250064843,-62.441601100808576,-62.58403329146317,0.39461618720353436
Coprococcus_catus,PC19,21.69131575449238,0.3521161573809524,-62.441601100808576,-70.83884101374834,7.637862752008771
Coprococcus_catus,PC20,27.63701469142919,0.09625413342551557,-62.441601100808576,-65.08290618902929,2.660176899591759
Coprococcus_catus,PC21,35.49328568117342,-0.08165319760153589,-62.441601100808576,-59.628853499411726,-2.8981402692526173
Coprococcus_catus,PC22,30.1767264252498,-0.06045719272578143,-62.441601100808576,-60.763353972846524,-1.8244001653245083
Coprococcus_catus,PC23,-5.385948513016796,0.16061792452247786,-62.441601100808576,-62.97958441558733,-0.8650798717456837
Coprococcus_catus,PC24,-4.118476744290827,0.023177450584205304,-62.441601100808576,-62.28424335832356,-0.0954557912229994
Coprococcus_catus,PC25,-47.68446823080945,0.025128206105016353,-62.441601100808576,-61.38683346086917,-1.1982251457118844
Coprococcus_catus,PC26,-27.120283577134614,-0.02838522287811287,-62.441601100808576,-63.2060067405084,0.7698152938545901
Coprococcus_catus,PC27,10.250548616700065,-0.026126995889654465,-62.441601100808576,-62.25611147010661,-0.26781604157522587
Coprococcus_catus,PC28,-40.758350120278685,-0.08195395277234731,-62.441601100808576,-65.4286039082809,3.3403079008361156
Coprococcus_catus,PC29,4.461048888285958,-0.0705780572014051,-62.441601100808576,-62.12034738178905,-0.31485216361571094
Coprococcus_catus,PC30,3.6928693863651088,0.12283391592203072,-62.441601100808576,-63.37169603819474,0.45360960771581293
Coprococcus_catus,PC31,-28.1042032176153,-0.2474809978129002,-62.441601100808576,-69.74812585207718,6.955256255031955
Coprococcus_catus,PC32,7.933276316755428,0.05878752477774123,-62.441601100808576,-62.9459603113914,0.46637767803992747
Coprococcus_catus,PC33,-7.647388042540777,0.1945182800036944,-62.441601100808576,-61.30499690910475,-1.4875567685558513
Coprococcus_catus,PC34,4.662671084499231,-0.020887118962146504,-62.441601100808576,-62.30222649428895,-0.0973897656232961
Coprococcus_catus,PC35,7.7640102667929725,-0.22263331610284653,-62.441601100808576,-60.98510882417138,-1.7285273519526656
Coprococcus_catus,PC36,-20.394054664661542,0.1571062845300641,-62.441601100808576,-59.89091805727258,-3.204034154867997
Coprococcus_catus,PC37,22.517393193980283,-0.062029493108337365,-62.441601100808576,-61.289192411138686,-1.3967424859437225
Coprococcus_catus,PC38,-13.334948735708652,0.3308663643636177,-62.441601100808576,-58.38052985145555,-4.412086007159142
Coprococcus_catus,PC39,-25.561238482665825,0.025952061081961478,-62.441601100808576,-61.73128299386414,-0.6633668224327278
Coprococcus_catus,PC40,23.540518507730198,-0.03261136419650111,-62.441601100808576,-61.648663699747914,-0.7676884224300643
Coprococcus_catus,PC41,2.4818576411889843,0.019523833269343822,-62.441601100808576,-62.43013594752356,0.048455374784820676
Coprococcus_catus,PC42,2.3957888676745744,-0.03746342868857307,-62.441601100808576,-62.22354837800043,-0.08975446539700363
Coprococcus_catus,PC43,-31.213966729857262,0.30460811231023194,-62.441601100808576,-55.18706029629056,-9.508027483296203
Coprococcus_catus,PC44,-23.403708166035976,0.0043769723962654265,-62.441601100808576,-62.33531742394505,-0.10243738461299122
Coprococcus_catus,PC45,6.268905842937618,-0.03775635185599618,-62.441601100808576,-62.29014660170211,-0.236691014758063
Coprococcus_catus,PC46,-16.31267557010826,0.03675567733003962,-62.441601100808576,-61.91214686122043,-0.5995834396445194
Coprococcus_catus,PC47,-34.04827985298938,0.05762965890962446,-62.441601100808576,-60.59481011682386,-1.9621907543872166
Coprococcus_catus,PC48,19.11417384636238,-0.13963092437901137,-62.441601100808576,-59.93478426606526,-2.6689297629087023
Coprococcus_catus,PC49,32.647581803703254,0.029000185318604817,-62.441601100808576,-63.4688825206295,0.9467859225117049
Coprococcus_catus,PC50,-17.325644192699567,0.09548458598754102,-62.441601100808576,-61.02053638235418,-1.6543319627073625
Eubacterium_hallii,PC1,10.298335814614152,-1.6911999358212881,-56.41679577484615,-38.90448888207217,-17.41654486874153
Eubacterium_hallii,PC2,-7.791264521471037,-0.012104906122560304,-56.41679577484615,-56.640788220135796,0.09431252560844164
Eubacterium_hallii,PC3,0.6956307938015367,0.8638135012587111,-56.41679577484615,-65.28432880251212,0.600895271577082
Eubacterium_hallii,PC4,-3.831022938105246,0.28968959814380557,-56.41679577484615,-56.35053101477898,-1.10980749541941
Eubacterium_hallii,PC5,-8.281240697722462,0.5382776178876618,-56.41679577484615,-54.02947174614652,-4.457606515924405
Eubacterium_hallii,PC6,-2.0163713785019954,-0.048173303075831904,-56.41679577484615,-56.528934274325835,0.09713526953000959
Eubacterium_hallii,PC7,-4.684772597714511,-0.08039188717065004,-56.41679577484615,-56.87280328582936,0.3766177100956181
Eubacterium_hallii,PC8,-4.310952797502407,0.0059321346536138405,-56.41679577484615,-56.41414781666298,-0.025573152480157554
Eubacterium_hallii,PC9,1.0850242754628117,-0.1127296039487003,-56.41679577484615,-56.51066608538349,-0.12231435684764826
Eubacterium_hallii,PC10,-3.764868986417942,-0.5265203640406765,-56.41679577484615,-62.732524297496134,1.9822801892942274
Eubacterium_hallii,PC11,0.8946515954991232,-0.010211517003045135,-56.41679577484615,-56.44002099776235,-0.009135749979240755
Eubacterium_hallii,PC12,1.0251849337127044,-0.043467535071678505,-56.41679577484615,-56.536371627942756,-0.044562262061113384
Eubacterium_hallii,PC13,5.727824098943078,0.03778401465472036,-56.41679577484615,-56.86904557932315,0.2164201896941257
Eubacterium_hallii,PC14,-1.634189085845164,0.4847034114606348,-56.41679577484615,-60.781246561680184,-0.7920970248808872
Eubacterium_hallii,PC15,-5.8977377772852515,0.06788640459472138,-56.41679577484615,-56.50630106237427,-0.40037621294235937
Eubacterium_hallii,PC16,1.9169952549818023,0.07063068055629204,-56.41679577484615,-56.163452677553025,0.1353986794825473
Eubacterium_hallii,PC17,7.0677719915264134,0.0945109920233504,-56.41679577484615,-56.85300303576439,0.6679821423140122
Eubacterium_hallii,PC18,0.4577295621996875,-0.12359072708814538,-56.41679577484615,-57.24548096091778,-0.05657112940199784
Eubacterium_hallii,PC19,-1.8089838123004376,0.29818392459118664,-56.41679577484615,-55.71133074318587,-0.539409892673671
Eubacterium_hallii,PC20,-0.913931425060154,0.1259849216136921,-56.41679577484615,-57.19815987859651,-0.11514157894649342
Eubacterium_hallii,PC21,1.9169914659018223,-0.08196080402840071,-56.41679577484615,-56.37771023175349,-0.15711816186089586
Eubacterium_hallii,PC22,-3.4055250946561313,-0.2077058983323295,-56.41679577484615,-58.39144310073059,0.7073476490788432
Eubacterium_hallii,PC23,2.394883849582225,0.14703654194494808,-56.41679577484615,-55.89317925204654,0.3521354396023756
Eubacterium_hallii,PC24,-1.995018556835098,-0.04443453741932614,-56.41679577484615,-56.66548319688452,0.08864772671593919
Eubacterium_hallii,PC25,3.825442015259269,0.1692263456434177,-56.41679577484615,-57.29664650932059,0.6473655727131175
Eubacterium_hallii,PC26,-2.8306013881817176,-0.06623955307873554,-56.41679577484615,-56.7163051833842,0.18749777089720537
Eubacterium_hallii,PC27,-0.7308444718653067,-0.02342407396103629,-56.41679577484615,-56.389125883609594,0.017119354962987447
Eubacterium_hallii,PC28,-1.9616105661370784,-0.11035001272202236,-56.41679577484615,-57.154289716621484,0.21646375092888007
Eubacterium_hallii,PC29,6.4099972589851735,-0.002730621078274112,-56.41679577484615,-56.40072453060383,-0.017503273627064195
Eubacterium_hallii,PC30,4.654016496511927,0.23430134008128414,-56.41679577484615,-57.9521316316905,1.0904423018931475
Eubacterium_hallii,PC31,0.3429140704799084,-0.2536215235662035,-56.41679577484615,-57.35276430690487,-0.08697038900740285
Eubacterium_hallii,PC32,-1.1166171976410078,0.07790742477728119,-56.41679577484615,-56.84987423537065,-0.08699277033023534
Eubacterium_hallii,PC33,0.6091019044321304,0.31088942600377495,-56.41679577484615,-58.860898762204414,0.18936334144671121
Eubacterium_hallii,PC34,0.11985238823155464,-0.03303198595197219,-56.41679577484615,-56.46492878457453,-0.00395896240437503
Eubacterium_hallii,PC35,0.562513770537483,-0.2111600895498549,-56.41679577484615,-56.47490757040941,-0.11878045815972144
Eubacterium_hallii,PC36,-5.457287221092006,0.0396629673678299,-56.41679577484615,-56.081335713819136,-0.21645220496704734
Eubacterium_hallii,PC37,-4.936504761236133,-0.1909236519967696,-56.41679577484615,-57.61649266432179,0.9424955171146437
Eubacterium_hallii,PC38,-7.150213575455199,0.25130399448141805,-56.41679577484615,-54.533820083720684,-1.7968772329071536
Eubacterium_hallii,PC39,4.765775395429415,0.07122176047519405,-56.41679577484615,-56.30145208427494,0.33942691369184697
Eubacterium_hallii,PC40,0.0868292358550975,-0.05134161611577945,-56.41679577484615,-56.38476714181188,-0.004457953294898888
Eubacterium_hallii,PC41,-1.4618097986413685,-0.006454578892627359,-56.41679577484615,-56.41296617376524,0.009435366671346427
Eubacterium_hallii,PC42,1.9709996575578896,0.05441901595432742,-56.41679577484615,-56.826846701966126,0.10725986181061667
Eubacterium_hallii,PC43,-2.94324089893919,0.29780499457802645,-56.41679577484615,-56.035893072485955,-0.8765118399504112
Eubacterium_hallii,PC44,-5.7425260432613054,-0.04516317083865523,-56.41679577484615,-56.581961490482,0.2593506847372372
Eubacterium_hallii,PC45,6.303593598532958,0.06490800166119938,-56.41679577484615,-56.72859025678186,0.409153663765103
Eubacterium_hallii,PC46,0.7988681102125539,0.09269155804537925,-56.41679577484615,-56.627614215102845,0.07404832980836937
Eubacterium_hallii,PC47,0.17748467430940496,0.13030681738317404,-56.41679577484615,-56.86576494976234,0.023127463043547753
Eubacterium_hallii,PC48,1.197716535126689,-0.17526586706808747,-56.41679577484615,-56.61389427706422,-0.2099188270307646
Eubacterium_hallii,PC49,-0.7837075492752098,-0.024831090997597696,-56.41679577484615,-56.414617978010774,0.019460313471557016
Eubacterium_hallii,PC50,-1.1638737500566472,0.08902959817297604,-56.41679577484615,-56.454118953752904,-0.10361921229161805
Dorea_longicatena,PC1,7.277285431221438,-1.878096192195306,-45.11260061306225,-46.19381847764892,-13.667442057895359
Dorea_longicatena,PC2,-6.785433392959034,0.07624766609229862,-45.11260061306225,-44.321704418461856,-0.5173734596378733
Dorea_longicatena,PC3,-0.5527445462720362,0.8271701014848114,-45.11260061306225,-54.61837789287568,-0.4572137624350162
Dorea_longicatena,PC4,-1.8051813959892418,0.28663748571516107,-45.11260061306225,-44.63262520622942,-0.5174326566061408
Dorea_longicatena,PC5,-12.474634063501947,0.4476583317565738,-45.11260061306225,-38.548748923122915,-5.584373874141011
Dorea_longicatena,PC6,-0.6756585363864813,0.0144073439087476,-45.11260061306225,-45.1500337849007,-0.00973444489860109
Dorea_longicatena,PC7,-0.6755424491629025,-0.007826736571479448,-45.11260061306225,-45.11930304841128,0.005287292792450085
Dorea_longicatena,PC8,1.7034076689964661,0.016815867775175086,-45.11260061306225,-44.99930470553891,0.028644278129063783
Dorea_longicatena,PC9,-0.11307146209272334,-0.11617341774198386,-45.11260061306225,-45.09856295150456,0.013135898200394841
Dorea_longicatena,PC10,0.8590962526216688,-0.36849693406509915,-45.11260061306225,-46.4321508704898,-0.31657433515790084
Dorea_longicatena,PC11,-4.1938976933158925,-0.07180400660760605,-45.11260061306225,-45.27828325260965,0.3011386576824781
Dorea_longicatena,PC12,-0.813927698829598,-0.037687894302374556,-45.11260061306225,-45.18294121267429,0.030675221083264842
Dorea_longicatena,PC13,-1.8280216414648527,-0.11096345639559665,-45.11260061306225,-44.903321141644845,0.2028435997028922
Dorea_longicatena,PC14,-0.558055889886077,0.538896571307671,-45.11260061306225,-51.49034052773686,-0.3007344056576581
Dorea_longicatena,PC15,0.650895407972306,0.09401495296348043,-45.11260061306225,-45.328928685312746,0.06119390116466176
Dorea_longicatena,PC16,-8.023985837861709,-0.023298982407630935,-45.11260061306225,-45.34067565544709,0.18695070487541973
Dorea_longicatena,PC17,1.9987456262594208,-0.02068943848567335,-45.11260061306225,-45.15422597139834,-0.04135292468300294
Dorea_longicatena,PC18,-9.781921204225734,-0.24875372780140004,-45.11260061306225,-48.35992446679537,2.4332893646107117
Dorea_longicatena,PC19,-0.17461731218443544,0.32137638675259833,-45.11260061306225,-44.223888995191054,-0.056117880854284326
Dorea_longicatena,PC20,-0.5778424070188097,0.06369001453703277,-45.11260061306225,-45.08190647153425,-0.036802791303142
Dorea_longicatena,PC21,-3.0607681279378522,-0.1669334178776002,-45.11260061306225,-45.51407750072654,0.5109444849274896
Dorea_longicatena,PC22,0.6022640743010417,-0.1383955994488407,-45.11260061306225,-46.02227524554693,-0.0833506975893938
Dorea_longicatena,PC23,-3.105630402404477,0.15822988022508885,-45.11260061306225,-45.457477804966075,-0.4914035265958549
Dorea_longicatena,PC24,-5.183716639440227,-0.06014248673642936,-45.11260061306225,-45.508598255688405,0.31176160923294205
Dorea_longicatena,PC25,3.2653158316029685,0.1365770094194239,-45.11260061306225,-45.76472668130508,0.44596707109023265
Dorea_longicatena,PC26,4.018175774495996,0.04542344492719238,-45.11260061306225,-45.14459514930402,0.18251938600059744
Dorea_longicatena,PC27,-2.288064170698793,-0.07455505536953047,-45.11260061306225,-45.14778597381824,0.17058675093548734
Dorea_longicatena,PC28,2.2674717158360194,-0.03845426919593279,-45.11260061306225,-45.17823531144518,-0.08719396775492191
Dorea_longicatena,PC29,-0.0028561879744800067,-0.10866002927617878,-45.11260061306225,-45.26121398451107,0.0003103534689252673
Dorea_longicatena,PC30,1.4341436931918725,0.12644085912340813,-45.11260061306225,-45.09313174401796,0.18133436067359782
Dorea_longicatena,PC31,0.2713859508915728,-0.23131065186800612,-45.11260061306225,-45.35426068411559,-0.0627744612085484
Dorea_longicatena,PC32,-2.7074833111870125,-0.007881528926777305,-45.11260061306225,-45.15891746605115,0.021339108035887237
Dorea_longicatena,PC33,-5.125138933684684,0.1642291045534872,-45.11260061306225,-45.14943193671222,-0.8416969777912499
Dorea_longicatena,PC34,-1.170802707864713,0.02772724231083265,-45.11260061306225,-45.27332886823383,-0.03246313037914391
Dorea_longicatena,PC35,2.373262429116163,-0.12904408546985274,-45.11260061306225,-43.669796183248124,-0.30625547974525646
Dorea_longicatena,PC36,-5.1929572035177545,0.043584772747573136,-45.11260061306225,-44.559605142119466,-0.22633385960319424
Dorea_longicatena,PC37,-3.7083607378025825,-0.16697550951507856,-45.11260061306225,-46.05269092551479,0.6192054236602988
Dorea_longicatena,PC38,4.735738269846532,0.5007840216194416,-45.11260061306225,-50.8852367304539,2.3715820561108427
Dorea_longicatena,PC39,-5.659564244788293,-0.07889443771450626,-45.11260061306225,-45.80559181720152,0.44650813880169665
Dorea_longicatena,PC40,1.1689448546953716,-0.007071152737293965,-45.11260061306225,-45.082665483492995,-0.008265787609024872
Dorea_longicatena,PC41,1.6713930633873182,0.05187851670752369,-45.11260061306225,-45.30839600781952,0.08670939296377819
Dorea_longicatena,PC42,1.179100502158507,-0.0023571835576872728,-45.11260061306225,-45.10139157964996,-0.0027793563165488394
Dorea_longicatena,PC43,-4.846286312736353,0.24513758563497853,-45.11260061306225,-43.273531712518725,-1.188006926000032
Dorea_longicatena,PC44,-3.7933239855257863,-0.018344098480743684,-45.11260061306225,-45.157445132471146,0.06958510875985216
Dorea_longicatena,PC45,-1.158456471392453,-0.08967866959588879,-45.11260061306225,-45.3156354744634,0.10388883513922298
Dorea_longicatena,PC46,2.4114905483344087,0.13613069734172073,-45.11260061306225,-45.896024565797255,0.32827788997773155
Dorea_longicatena,PC47,0.3365956954454965,0.13093661541953608,-45.11260061306225,-45.15776611582851,0.044072701126418264
Dorea_longicatena,PC48,0.9553308780374308,-0.17648946273353355,-45.11260061306225,-45.641004419841025,-0.16860583339758103
Dorea_longicatena,PC49,-0.5244058411717378,-0.016490625662433003,-45.11260061306225,-45.08862829668322,0.008647780421956425
Dorea_longicatena,PC50,0.06331413927109886,0.11286637695662317,-45.11260061306225,-44.93793273040432,0.007146037509655982
Alistipes_putredinis,PC1,10.57300389474289,-1.8357984324974688,-9.520324735478571,4.238011398204783,-19.409903976758628
Alistipes_putredinis,PC2,14.839421016988638,0.399040215703691,-9.520324735478571,-15.798286732627933,5.921525763537032
Alistipes_putredinis,PC3,0.5331633839129135,0.7164553143238757,-9.520324735478571,-10.928812170551229,0.38198773980730766
Alistipes_putredinis,PC4,-0.4047853542924287,0.302986807609004,-9.520324735478571,-9.608069268510302,-0.1226446222639426
Alistipes_putredinis,PC5,3.338749630631729,0.6950616218730764,-9.520324735478571,-12.842292271735243,2.320636733295024
Alistipes_putredinis,PC6,-0.17886079104324537,-0.0032120508336457645,-9.520324735478571,-9.521028197034072,0.0005745099529769972
Alistipes_putredinis,PC7,0.4026609394068106,0.00856933618640221,-9.520324735478571,-9.523425483126042,0.0034505369589094897
Alistipes_putredinis,PC8,-2.3916276730715684,0.03178978250323061,-9.520324735478571,-9.450599284103049,-0.07602932355565269
Alistipes_putredinis,PC9,2.3684983422380035,-0.08873924250752036,-9.520324735478571,-9.334624846459764,-0.21017874877051812
Alistipes_putredinis,PC10,4.5180127345544,-0.31251485302747095,-9.520324735478571,-8.48094790972403,-1.4119460857155104
Alistipes_putredinis,PC11,-2.7120633740712714,-0.03341563145607226,-9.520324735478571,-9.607940550616854,0.09062531019347744
Alistipes_putredinis,PC12,-4.393519747715624,-0.061523561235030326,-9.520324735478571,-9.801736989808733,0.2703049812358972
Alistipes_putredinis,PC13,0.8128657976929645,-0.1019310287155665,-9.520324735478571,-9.478615863598847,-0.08285624696654344
Alistipes_putredinis,PC14,-3.0897191286462,0.377576131292808,-9.520324735478571,-8.572674495171265,-1.1666041953756179
Alistipes_putredinis,PC15,2.6908510492961675,0.10379077155581595,-9.520324735478571,-9.864190806707455,0.27928550654822615
Alistipes_putredinis,PC16,2.5635745432788726,0.12521020859254187,-9.520324735478571,-9.876787199659987,0.32098570330647785
Alistipes_putredinis,PC17,-1.9528938886361205,-0.03240098553375007,-9.520324735478571,-9.585929063519126,0.06327568663464786
Alistipes_putredinis,PC18,5.9511198050367415,-0.006648179535128005,-9.520324735478571,-9.480462515923609,-0.039564112898940226
Alistipes_putredinis,PC19,1.572845893996036,0.3332970266035048,-9.520324735478571,-10.176434902826244,0.52422485977441
Alistipes_putredinis,PC20,-2.848061822350687,0.04210336674789023,-9.520324735478571,-9.398885016145405,-0.11991299142709558
Alistipes_putredinis,PC21,4.567008425765152,-0.08781929566383631,-9.520324735478571,-9.134028367342879,-0.40107146324150156
Alistipes_putredinis,PC22,4.23233526050859,-0.06233551842616203,-9.520324735478571,-9.254693826130593,-0.2638248126171285
Alistipes_putredinis,PC23,-1.2564489313473888,0.1544291571409916,-9.520324735478571,-9.38983901382617,-0.19403234945867687
Alistipes_putredinis,PC24,-0.41552185023516175,0.025571705567654576,-9.520324735478571,-9.512703758700757,-0.010625602411140616
Alistipes_putredinis,PC25,1.8694282177685386,0.09113498219019238,-9.520324735478571,-9.687641969327064,0.17037030733217884
Alistipes_putredinis,PC26,-0.7374681341350868,-0.0031731856989555382,-9.520324735478571,-9.522777178582913,0.0023401233366728822
Alistipes_putredinis,PC27,0.29795653013542756,-0.0345591346418974,-9.520324735478571,-9.511835142508923,-0.010297119842382801
Alistipes_putredinis,PC28,4.180509277484493,-0.00300710480974924,-9.520324735478571,-9.507380593170492,-0.012571229555524938
Alistipes_putredinis,PC29,0.39911334116896535,-0.07299664453995455,-9.520324735478571,-9.494128825418167,-0.029133934696464574
Alistipes_putredinis,PC30,0.0906259275580863,0.11851010217263383,-9.520324735478571,-9.55928835526315,0.01074008793439852
Alistipes_putredinis,PC31,3.2710668476843403,-0.1889450605872059,-9.520324735478571,-9.059693373890651,-0.6180519237205183
Alistipes_putredinis,PC32,-0.20748124205038548,0.04839074215870197,-9.520324735478571,-9.519940025578943,-0.010040171286827437
Alistipes_putredinis,PC33,0.18134609977380584,0.20674302470524086,-9.520324735478571,-9.679128917002625,0.037492041185735014
Alistipes_putredinis,PC34,3.045758025100548,-0.003768815482820362,-9.520324735478571,-9.508165651115933,-0.011478900001923314
Alistipes_putredinis,PC35,-3.0226812786854107,-0.26015350777080515,-9.520324735478571,-10.44802116796963,0.7863611375231523
Alistipes_putredinis,PC36,0.0181188450834886,0.17744249976871476,-9.520324735478571,-9.577308730642224,0.0032150531645363046
Alistipes_putredinis,PC37,-3.967208172314783,-0.11698714581522364,-9.520324735478571,-10.00272729266331,0.46411236093393643
Alistipes_putredinis,PC38,2.9122345765655515,0.3732613998607759,-9.520324735478571,-10.82915782104771,1.0870247547718117
Alistipes_putredinis,PC39,-1.9942166855256396,0.040408093906756044,-9.520324735478571,-9.446471713985671,-0.08058249509913983
Alistipes_putredinis,PC40,2.791649930982982,-0.03836927202664042,-9.520324735478571,-9.416925407366298,-0.107113575605038
Alistipes_putredinis,PC41,0.34748151009522976,0.020500197936271863,-9.520324735478571,-9.531581841899499,0.00712343973614686
Alistipes_putredinis,PC42,2.125091242914899,-0.025907323798770383,-9.520324735478571,-9.475256307098732,-0.0550554269321277
Alistipes_putredinis,PC43,-0.9836476989032142,0.3292390372675467,-9.520324735478571,-9.456976227231507,-0.3238552213973319
Alistipes_putredinis,PC44,-3.029234036785928,0.007888268168637452,-9.520324735478571,-9.494933027953415,-0.023895410427731564
Alistipes_putredinis,PC45,-6.015373947463772,-0.09285566016943347,-9.520324735478571,-10.111443003263087,0.5585615190577595
Alistipes_putredinis,PC46,4.553046699595199,0.0904018075351416,-9.520324735478571,-9.933967965488328,0.41160365143531685
Alistipes_putredinis,PC47,-0.09078545982138664,0.09506661858840781,-9.520324735478571,-9.52075437408496,-0.008630666682212986
Alistipes_putredinis,PC48,-2.541922934013711,-0.18215974755481645,-9.520324735478571,-10.010548024741286,0.46303603996373593
Alistipes_putredinis,PC49,-0.5413203378391113,-0.013341441010949744,-9.520324735478571,-9.530521650393634,0.007221993355307889
Alistipes_putredinis,PC50,-0.12430077244475912,0.11303598796991715,-9.520324735478571,-9.53520079115182,-0.014050460618717201
Roseburia_intestinalis,PC1,-6.407586315508274,-1.980135261086488,1.3135826478603525,-13.06950834721716,12.687887601793184
Roseburia_intestinalis,PC2,4.047722789872945,0.20308410496159293,1.3135826478603525,0.47696006436612065,0.8220281599139889
Roseburia_intestinalis,PC3,-5.269484658414022,0.713905645332242,1.3135826478603525,4.822725824444737,-3.7619148456334113
Roseburia_intestinalis,PC4,1.2955742645727786,0.3023702751288824,1.3135826478603525,0.9071349619330081,0.3917431468287706
Roseburia_intestinalis,PC5,-5.643430040144828,0.670084546569892,1.3135826478603525,5.828993162653306,-3.781575259549355
Roseburia_intestinalis,PC6,3.493270123527565,-0.005567567725351397,1.3135826478603525,1.331802499623764,-0.01944901799568636
Roseburia_intestinalis,PC7,-3.376263785672892,0.009311571577362343,1.3135826478603525,1.3459284516506451,-0.03143832190434948
Roseburia_intestinalis,PC8,1.909139160534119,0.04680902400128328,1.3135826478603525,1.221074847755366,0.08936494078723138
Roseburia_intestinalis,PC9,6.014110119341354,-0.11424887762515305,1.3135826478603525,2.0020568207619167,-0.687105331048825
Roseburia_intestinalis,PC10,-1.3882326732385546,-0.3355328925191297,1.3135826478603525,0.8828592691579819,0.46579772434129607
Roseburia_intestinalis,PC11,-0.1012032877307989,-0.01299338471723749,1.3135826478603525,1.3098041487213905,0.0013149732521355508
Roseburia_intestinalis,PC12,0.21488202972093914,-0.027375579488935615,1.3135826478603525,1.3180225833940793,-0.005882520085369395
Roseburia_intestinalis,PC13,-2.0855175440473133,-0.10447107659362843,1.3135826478603525,1.1101862884523133,0.21787626308152272
Roseburia_intestinalis,PC14,-3.050269286652136,0.40026483688007647,1.3135826478603525,2.4783093535719702,-1.2209155384621244
Roseburia_intestinalis,PC15,4.172153260208585,0.07742692622626438,1.3135826478603525,0.9836128469496712,0.3230370026828385
Roseburia_intestinalis,PC16,2.4118156940197126,0.10031338397132937,1.3135826478603525,1.0624126390768243,0.24193739378227766
Roseburia_intestinalis,PC17,-1.93144774697235,-0.015309928178538509,1.3135826478603525,1.2835722744439169,0.0295703262867467
Roseburia_intestinalis,PC18,0.06580840134540156,-0.0504113531626314,1.3135826478603525,1.3159599870505858,-0.0033174905612912255
Roseburia_intestinalis,PC19,-0.004496987838420008,0.31670370355958966,1.3135826478603525,1.3011553457854828,-0.0014242127032900501
Roseburia_intestinalis,PC20,-5.776295012802862,0.07079820488301565,1.3135826478603525,1.7263705510615717,-0.40895131778115856
Roseburia_intestinalis,PC21,-3.39008198805736,-0.11623506376582252,1.3135826478603525,0.9337128973235799,0.39404639605321357
Roseburia_intestinalis,PC22,-3.7999062911859856,-0.08898285099317498,1.3135826478603525,0.9726516830281181,0.3381264952966307
Roseburia_intestinalis,PC23,1.43425127944958,0.1599813250925142,1.3135826478603525,1.1046620314274145,0.2294534202019777
Roseburia_intestinalis,PC24,-1.6668651615486192,0.030094734939431118,1.3135826478603525,1.3680426736672329,-0.05016386521657772
Roseburia_intestinalis,PC25,-2.214761533503501,0.07859793631053105,1.3135826478603525,1.4852313256123988,-0.17407568595332226
Roseburia_intestinalis,PC26,1.2576545343096377,0.0010766382975630963,1.3135826478603525,1.3122811030692179,0.001354039036741637
Roseburia_intestinalis,PC27,-0.8903624570957768,-0.03542654045172965,1.3135826478603525,1.2813855411839783,0.031542461603004945
Roseburia_intestinalis,PC28,0.44417931519274667,-0.034590875771319474,1.3135826478603525,1.3317310269901874,-0.015364551512022057
Roseburia_intestinalis,PC29,-1.5617340443191723,-0.07342195002192081,1.3135826478603525,1.1909664267684796,0.11466555894953454
