,PC,Label,p_value
47,PC1,negative_Acyclic diterpenoids,0.5123798743835741
48,PC1,positive_Acyclic olefins,1.0
49,PC1,negative_Acyclic olefins,1.0
50,PC1,positive_Acyl carnitines,1.0
51,PC1,negative_Acyl carnitines,0.6945842320526917
52,PC1,positive_Acylaminobenzoic acid and derivatives,0.3502791654422568
53,PC1,negative_Acylaminobenzoic acid and derivatives,1.0
54,PC1,positive_Acylaminosugars,1.0
55,PC1,negative_Acylaminosugars,0.35737704918032787
56,PC1,positive_Alanine and derivatives,1.0
57,PC1,negative_Alanine and derivatives,1.0
58,PC1,positive_Aldehydes,1.0
59,PC1,negative_Aldehydes,1.0
60,PC1,positive_Alkyl-phenylketones,0.21824811215587986
61,PC1,negative_Alkyl-phenylketones,1.0
62,PC1,positive_Allyl sulfur compounds,0.48991935483870985
63,PC1,negative_Allyl sulfur compounds,1.0
64,PC1,positive_Alpha amino acid amides,1.0
65,PC1,negative_Alpha amino acid amides,1.0
66,PC1,positive_Alpha amino acid esters,1.0
67,PC1,negative_Alpha amino acid esters,1.0
68,PC1,positive_Alpha amino acids,1.0
69,PC1,negative_Alpha amino acids,1.0
70,PC1,positive_Alpha amino acids and derivatives,0.13781085300072643
71,PC1,negative_Alpha amino acids and derivatives,1.0
72,PC1,positive_Alpha-acyloxy carbonyl compounds,1.0
73,PC1,negative_Alpha-acyloxy carbonyl compounds,1.0
74,PC1,"positive_Alpha-branched alpha,beta-unsaturated ketones",1.0
75,PC1,"negative_Alpha-branched alpha,beta-unsaturated ketones",1.0
76,PC1,positive_Alpha-hydrogen aldehydes,1.0
77,PC1,negative_Alpha-hydrogen aldehydes,1.0
78,PC1,"positive_Amino acids, peptides, and analogues",0.7528137063642198
79,PC1,"negative_Amino acids, peptides, and analogues",0.6464506078289135
80,PC1,positive_Aminobenzamides,1.0
81,PC1,negative_Aminobenzamides,1.0
82,PC1,positive_Aminobenzoic acids,1.0
83,PC1,negative_Aminobenzoic acids,1.0
84,PC1,positive_Aminoquinolines and derivatives,1.0
85,PC1,negative_Aminoquinolines and derivatives,1.0
86,PC1,positive_Amphetamines and derivatives,0.03454509690622612
87,PC1,negative_Amphetamines and derivatives,1.0
88,PC1,positive_Anagyrine-type alkaloids,1.0
89,PC1,negative_Anagyrine-type alkaloids,1.0
90,PC1,positive_Androgens and derivatives,1.0
91,PC1,negative_Androgens and derivatives,1.0
92,PC1,positive_Androstane steroids,1.0
93,PC1,negative_Androstane steroids,1.0
94,PC1,positive_Anilides,0.4140030441400305
95,PC1,negative_Anilides,0.44710695499707775
96,PC1,positive_Aniline and substituted anilines,0.38888888888888895
97,PC1,negative_Aniline and substituted anilines,1.0
98,PC1,positive_Annonaceous acetogenins,1.0
99,PC1,negative_Annonaceous acetogenins,0.3878090910505595
100,PC1,positive_Aporphines,1.0
101,PC1,negative_Aporphines,1.0
102,PC1,positive_Aryl-aldehydes,0.4100840336134453
103,PC1,negative_Aryl-aldehydes,1.0
104,PC1,positive_Aspartic acid and derivatives,1.0
105,PC1,negative_Aspartic acid and derivatives,1.0
106,PC1,positive_Azoles,1.0
107,PC1,negative_Azoles,1.0
108,PC1,positive_Azolidines,1.0
109,PC1,negative_Azolidines,1.0
110,PC1,positive_Benzazepines,0.43774001536098317
111,PC1,negative_Benzazepines,1.0
112,PC1,positive_Benzene and substituted derivatives,0.11361824411180539
113,PC1,negative_Benzene and substituted derivatives,1.0
114,PC1,positive_Benzenesulfonic acids and derivatives,0.08848780230524918
115,PC1,negative_Benzenesulfonic acids and derivatives,1.0
116,PC1,positive_Benzidines,1.0
117,PC1,negative_Benzidines,0.2379032258064517
118,PC1,positive_Benzimidazoles,1.0
119,PC1,negative_Benzimidazoles,1.0
120,PC1,positive_Benzodiazepines,0.44029850746268656
121,PC1,negative_Benzodiazepines,1.0
122,PC1,positive_Benzodioxoles,1.0
123,PC1,negative_Benzodioxoles,1.0
124,PC1,positive_Benzoic acid esters,0.6690888269729276
125,PC1,negative_Benzoic acid esters,1.0
126,PC1,positive_Benzoic acids and derivatives,1.0
127,PC1,negative_Benzoic acids and derivatives,1.0
128,PC1,positive_Benzopyrans,0.29131091679299276
129,PC1,negative_Benzopyrans,0.591438378323023
130,PC1,positive_Benzopyrazoles,1.0
131,PC1,negative_Benzopyrazoles,1.0
132,PC1,positive_Benzoquinolines,0.25572567688026815
133,PC1,negative_Benzoquinolines,1.0
134,PC1,positive_Benzothiazepines,1.0
135,PC1,negative_Benzothiazepines,1.0
136,PC1,positive_Benzothiophenes,0.2698412698412699
137,PC1,negative_Benzothiophenes,1.0
138,PC1,positive_Benzoxazines,1.0
139,PC1,negative_Benzoxazines,1.0
140,PC1,positive_Benzoxazolones,1.0
141,PC1,negative_Benzoxazolones,0.5001680107526882
142,PC1,positive_Benzyl alcohols,1.0
143,PC1,negative_Benzyl alcohols,1.0
144,PC1,positive_Benzyloxycarbonyls,0.43000000000000005
145,PC1,negative_Benzyloxycarbonyls,1.0
146,PC1,positive_Beta amino acids and derivatives,0.4841269841269841
147,PC1,negative_Beta amino acids and derivatives,1.0
148,PC1,positive_Beta-diketones,1.0
149,PC1,negative_Beta-diketones,1.0
150,PC1,"positive_Bile acids, alcohols and derivatives",0.5445265833285949
151,PC1,"negative_Bile acids, alcohols and derivatives",0.08563027589195957
152,PC1,positive_Brassinolides and derivatives,0.04104900053793158
153,PC1,negative_Brassinolides and derivatives,1.0
154,PC1,positive_Camptothecins,1.0
155,PC1,negative_Camptothecins,1.0
156,PC1,positive_Carbohydrates and carbohydrate conjugates,1.0
157,PC1,negative_Carbohydrates and carbohydrate conjugates,1.0
158,PC1,positive_Carbonyl compounds,1.0
159,PC1,negative_Carbonyl compounds,1.0
160,PC1,positive_Carboximidic acids and derivatives,1.0
161,PC1,negative_Carboximidic acids and derivatives,0.282567869300584
162,PC1,positive_Carboxylic acid derivatives,1.0
163,PC1,negative_Carboxylic acid derivatives,1.0
164,PC1,positive_Carboxylic acids,1.0
165,PC1,negative_Carboxylic acids,1.0
166,PC1,positive_Cardenolide glycosides and derivatives,1.0
167,PC1,negative_Cardenolide glycosides and derivatives,1.0
168,PC1,positive_Cardenolides and derivatives,0.2792022792022792
169,PC1,negative_Cardenolides and derivatives,1.0
170,PC1,positive_Cardiolipins,0.23725346522562132
171,PC1,negative_Cardiolipins,1.0
172,PC1,positive_Cembrane diterpenoids,1.0
173,PC1,negative_Cembrane diterpenoids,1.0
174,PC1,positive_Cholestane steroids,0.3207223855325905
175,PC1,negative_Cholestane steroids,1.0
176,PC1,positive_Cholesterols and derivatives,0.04416599760086371
177,PC1,negative_Cholesterols and derivatives,1.0
178,PC1,positive_Cholesteryl esters,0.12500367372389296
179,PC1,negative_Cholesteryl esters,0.30846388767003363
180,PC1,positive_Cinnamic acids and derivatives,0.11209698649597985
181,PC1,negative_Cinnamic acids and derivatives,1.0
182,PC1,positive_Coumarans,1.0
183,PC1,negative_Coumarans,1.0
184,PC1,positive_Coumarins and derivatives,0.534387042182658
185,PC1,negative_Coumarins and derivatives,1.0
186,PC1,positive_Cucurbitacins,1.0
187,PC1,negative_Cucurbitacins,1.0
188,PC1,positive_Cumenes,1.0
189,PC1,negative_Cumenes,1.0
190,PC1,positive_Cyanogenic glycosides,0.4272355347749853
191,PC1,negative_Cyanogenic glycosides,1.0
192,PC1,positive_Cyclic ketones,1.0
193,PC1,negative_Cyclic ketones,1.0
194,PC1,positive_Cyclic olefins,0.3647058823529411
195,PC1,negative_Cyclic olefins,1.0
196,PC1,positive_Cycloartanols and derivatives,0.5682263939478845
197,PC1,negative_Cycloartanols and derivatives,1.0
198,PC1,positive_Cyclohexanols,1.0
199,PC1,negative_Cyclohexanols,1.0
200,PC1,positive_Cyclohexenones,0.200100816057387
201,PC1,negative_Cyclohexenones,1.0
202,PC1,positive_Cyclohexylphenols,1.0
203,PC1,negative_Cyclohexylphenols,1.0
204,PC1,positive_Cyclopentyl nucleosides,1.0
205,PC1,negative_Cyclopentyl nucleosides,0.35555555555555546
206,PC1,positive_Diazinanes,0.4624505928853755
207,PC1,negative_Diazinanes,1.0
208,PC1,positive_Diazines,1.0
209,PC1,negative_Diazines,1.0
210,PC1,positive_Dicarboxylic acids and derivatives,0.3052863710128866
211,PC1,negative_Dicarboxylic acids and derivatives,1.0
212,PC1,positive_Dihydrofurans,1.0
213,PC1,negative_Dihydrofurans,0.5150030618493571
214,PC1,"positive_Dihydroxy bile acids, alcohols and derivatives",0.2080004518611029
215,PC1,"negative_Dihydroxy bile acids, alcohols and derivatives",1.0
216,PC1,positive_Dimethoxybenzenes,1.0
217,PC1,negative_Dimethoxybenzenes,1.0
218,PC1,positive_Dioxanes,0.2610837438423646
219,PC1,negative_Dioxanes,1.0
220,PC1,positive_Dipeptides,0.2080078267258843
221,PC1,negative_Dipeptides,1.0
222,PC1,positive_Diphenylacetonitriles,0.28856624319419244
223,PC1,negative_Diphenylacetonitriles,0.4055944055944056
224,PC1,positive_Diphenylethers,1.0
225,PC1,negative_Diphenylethers,1.0
226,PC1,positive_Diphenylmethanes,1.0
227,PC1,negative_Diphenylmethanes,1.0
228,PC1,positive_Diradylglycerols,0.3490753911806543
229,PC1,negative_Diradylglycerols,1.0
230,PC1,positive_Diterpene glycosides,1.0
231,PC1,negative_Diterpene glycosides,1.0
232,PC1,positive_Diterpenoids,0.14326743231029293
233,PC1,negative_Diterpenoids,1.0
234,PC1,positive_Eicosanoids,0.40645161290322585
235,PC1,negative_Eicosanoids,1.0
236,PC1,positive_Endocannabinoids,1.0
237,PC1,negative_Endocannabinoids,1.0
238,PC1,positive_Epoxides,0.13354607111015904
239,PC1,negative_Epoxides,1.0
240,PC1,"positive_Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",1.0
241,PC1,"negative_Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",1.0
242,PC1,positive_Ergoline and derivatives,1.0
243,PC1,negative_Ergoline and derivatives,1.0
244,PC1,positive_Ergostane steroids,0.43081218790517184
245,PC1,negative_Ergostane steroids,1.0
246,PC1,positive_Ergosterols and derivatives,0.020135577159884455
247,PC1,negative_Ergosterols and derivatives,1.0
248,PC1,"positive_Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",0.25287356321839083
249,PC1,"negative_Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids",1.0
250,PC1,positive_Fatty acid esters,0.03937990959126017
251,PC1,negative_Fatty acid esters,1.0
252,PC1,positive_Fatty acid methyl esters,1.0
253,PC1,negative_Fatty acid methyl esters,1.0
254,PC1,positive_Fatty acids and conjugates,0.030536717473862753
255,PC1,negative_Fatty acids and conjugates,1.0
256,PC1,positive_Fatty acyl glycosides,1.0
257,PC1,negative_Fatty acyl glycosides,1.0
258,PC1,positive_Fatty acyl glycosides of mono- and disaccharides,0.6484842840833975
259,PC1,negative_Fatty acyl glycosides of mono- and disaccharides,1.0
260,PC1,positive_Fatty acyl thioesters,1.0
261,PC1,negative_Fatty acyl thioesters,1.0
262,PC1,positive_Fatty alcohol esters,0.5185829072703441
263,PC1,negative_Fatty alcohol esters,1.0
264,PC1,positive_Fatty alcohols,0.6421636692335184
265,PC1,negative_Fatty alcohols,0.4832494509593368
266,PC1,positive_Fatty aldehydes,1.0
267,PC1,negative_Fatty aldehydes,1.0
268,PC1,positive_Fatty amides,1.0
269,PC1,negative_Fatty amides,1.0
270,PC1,positive_Flavonoids,0.06996926078924157
271,PC1,negative_Flavonoids,1.0
272,PC1,positive_Furanocoumarins,1.0
273,PC1,negative_Furanocoumarins,1.0
274,PC1,positive_Furanoid fatty acids,1.0
275,PC1,negative_Furanoid fatty acids,1.0
276,PC1,positive_Furanoid lignans,1.0
277,PC1,negative_Furanoid lignans,1.0
278,PC1,positive_Furanones,1.0
279,PC1,negative_Furanones,1.0
280,PC1,positive_Furoic acid derivatives,1.0
281,PC1,negative_Furoic acid derivatives,1.0
282,PC1,positive_Furopyrans,1.0
283,PC1,negative_Furopyrans,1.0
284,PC1,positive_Galanthamine-type amaryllidaceae alkaloids,0.4992747261136771
285,PC1,negative_Galanthamine-type amaryllidaceae alkaloids,1.0
286,PC1,positive_Gallic acid and derivatives,1.0
287,PC1,negative_Gallic acid and derivatives,1.0
288,PC1,positive_Gamma amino acids and derivatives,1.0
289,PC1,negative_Gamma amino acids and derivatives,1.0
290,PC1,"positive_Gluco/mineralocorticoids, progestogins and derivatives",1.0
291,PC1,"negative_Gluco/mineralocorticoids, progestogins and derivatives",0.34744967895534234
292,PC1,positive_Glucuronic acid derivatives,1.0
293,PC1,negative_Glucuronic acid derivatives,0.42136704640177824
294,PC1,positive_Glutamic acid and derivatives,0.2654137834535288
295,PC1,negative_Glutamic acid and derivatives,1.0
296,PC1,positive_Glutamine and derivatives,1.0
297,PC1,negative_Glutamine and derivatives,1.0
298,PC1,positive_Glycerol vinyl ethers,1.0
299,PC1,negative_Glycerol vinyl ethers,0.07692307692307691
300,PC1,positive_Glycerolipids,1.0
301,PC1,negative_Glycerolipids,1.0
302,PC1,positive_Glycerophosphates,1.0
303,PC1,negative_Glycerophosphates,0.48803555994567244
304,PC1,positive_Glycerophosphocholines,1.0
305,PC1,negative_Glycerophosphocholines,1.0
306,PC1,positive_Glycerophosphoinositol phosphates,1.0
307,PC1,negative_Glycerophosphoinositol phosphates,1.0
308,PC1,positive_Glycinamide ribonucleotides,1.0
309,PC1,negative_Glycinamide ribonucleotides,1.0
310,PC1,positive_Glycosyl compounds,0.5139486467730743
311,PC1,negative_Glycosyl compounds,0.43628185907046474
312,PC1,positive_Guaianolides and derivatives,1.0
313,PC1,negative_Guaianolides and derivatives,1.0
314,PC1,positive_Harmala alkaloids,0.5725662878140684
315,PC1,negative_Harmala alkaloids,1.0
316,PC1,positive_Hemiacetals,1.0
317,PC1,negative_Hemiacetals,1.0
318,PC1,positive_Hexoses,0.5725316350316352
319,PC1,negative_Hexoses,1.0
320,PC1,positive_Hippuric acids,1.0
321,PC1,negative_Hippuric acids,1.0
322,PC1,positive_Hydroxy acids and derivatives,0.2183710867203117
323,PC1,negative_Hydroxy acids and derivatives,1.0
324,PC1,"positive_Hydroxy bile acids, alcohols and derivatives",1.0
325,PC1,"negative_Hydroxy bile acids, alcohols and derivatives",1.0
326,PC1,positive_Hydroxy fatty acids,1.0
327,PC1,negative_Hydroxy fatty acids,1.0
328,PC1,positive_Hydroxybenzoic acid derivatives,0.5054389300828641
329,PC1,negative_Hydroxybenzoic acid derivatives,1.0
330,PC1,positive_Hydroxycinnamic acids and derivatives,0.21139612094144436
331,PC1,negative_Hydroxycinnamic acids and derivatives,1.0
332,PC1,positive_Hydroxyeicosapentaenoic acids,1.0
333,PC1,negative_Hydroxyeicosapentaenoic acids,1.0
334,PC1,positive_Hydroxyeicosatrienoic acids,1.0
335,PC1,negative_Hydroxyeicosatrienoic acids,1.0
336,PC1,positive_Imidazopyrimidines,0.5923184556210002
337,PC1,negative_Imidazopyrimidines,1.0
338,PC1,positive_Indoles and derivatives,0.1445737025662341
339,PC1,negative_Indoles and derivatives,1.0
340,PC1,positive_Isoflavonoids,1.0
341,PC1,negative_Isoflavonoids,1.0
342,PC1,positive_Isoindolines,1.0
343,PC1,negative_Isoindolines,0.2579593343381833
344,PC1,positive_Isothiocyanates,1.0
345,PC1,negative_Isothiocyanates,1.0
346,PC1,positive_Kaurane diterpenoids,1.0
347,PC1,negative_Kaurane diterpenoids,1.0
348,PC1,positive_Ketals,0.3508995330917164
349,PC1,negative_Ketals,1.0
350,PC1,positive_Keto acids and derivatives,0.7420689977597571
351,PC1,negative_Keto acids and derivatives,0.4035676652115009
352,PC1,positive_Ketones,0.3497451774622038
353,PC1,negative_Ketones,1.0
354,PC1,positive_L-alpha-amino acids,0.4073207320732073
355,PC1,negative_L-alpha-amino acids,1.0
356,PC1,positive_Lactones,0.35020929779248444
357,PC1,negative_Lactones,1.0
358,PC1,positive_Leucine and derivatives,1.0
359,PC1,negative_Leucine and derivatives,1.0
360,PC1,positive_Lignan glycosides,0.25287356321839083
361,PC1,negative_Lignan glycosides,1.0
362,PC1,positive_Lineolic acids and derivatives,0.6938494674076487
363,PC1,negative_Lineolic acids and derivatives,0.345622032288699
364,PC1,positive_Long-chain fatty acids,0.4190921971522521
365,PC1,negative_Long-chain fatty acids,0.09247630918701949
366,PC1,positive_Long-chain fatty alcohols,0.5937938578483775
367,PC1,negative_Long-chain fatty alcohols,0.14506734570705887
368,PC1,positive_M-benzoquinones,1.0
369,PC1,negative_M-benzoquinones,0.32835820895522394
370,PC1,positive_M-methoxybenzoic acids and derivatives,0.28239859280045654
371,PC1,negative_M-methoxybenzoic acids and derivatives,1.0
372,PC1,positive_Macrolides and analogues,1.0
373,PC1,negative_Macrolides and analogues,1.0
374,PC1,positive_Medium-chain fatty acids,0.14192256016966465
375,PC1,negative_Medium-chain fatty acids,1.0
376,PC1,positive_Medium-chain hydroxy acids and derivatives,1.0
377,PC1,negative_Medium-chain hydroxy acids and derivatives,1.0
378,PC1,positive_Menthane monoterpenoids,1.0
379,PC1,negative_Menthane monoterpenoids,1.0
380,PC1,positive_Methyl-branched fatty acids,1.0
381,PC1,negative_Methyl-branched fatty acids,1.0
382,PC1,positive_Monoalkylglycerols,1.0
383,PC1,negative_Monoalkylglycerols,1.0
384,PC1,positive_Monoalkylglycerophosphates,0.48103607770582796
385,PC1,negative_Monoalkylglycerophosphates,1.0
386,PC1,positive_Monoalkylglycerophosphocholines,1.0
387,PC1,negative_Monoalkylglycerophosphocholines,0.48743138304993977
388,PC1,positive_Monocyclic monoterpenoids,1.0
389,PC1,negative_Monocyclic monoterpenoids,1.0
390,PC1,positive_Monoterpenoids,0.40216054848032723
391,PC1,negative_Monoterpenoids,1.0
392,PC1,positive_Monothioacetals,1.0
393,PC1,negative_Monothioacetals,1.0
394,PC1,positive_Morphinans,1.0
395,PC1,negative_Morphinans,1.0
396,PC1,positive_N-acetyl-2-arylethylamines,1.0
397,PC1,negative_N-acetyl-2-arylethylamines,1.0
398,PC1,positive_N-acyl amines,1.0
399,PC1,negative_N-acyl amines,1.0
400,PC1,positive_N-acyl-L-alpha-amino acids,1.0
401,PC1,negative_N-acyl-L-alpha-amino acids,0.30996640537514
402,PC1,positive_N-acyl-alpha amino acids,1.0
403,PC1,negative_N-acyl-alpha amino acids,0.36191069721522917
404,PC1,positive_N-acyl-alpha-hexosamines,1.0
405,PC1,negative_N-acyl-alpha-hexosamines,1.0
406,PC1,positive_N-alkylpyrrolidines,1.0
407,PC1,negative_N-alkylpyrrolidines,1.0
408,PC1,positive_N-carbamoyl-alpha amino acids,1.0
409,PC1,negative_N-carbamoyl-alpha amino acids,1.0
410,PC1,positive_Naphthalenes,0.5024592807611675
411,PC1,negative_Naphthalenes,1.0
412,PC1,positive_Naphthofurans,1.0
413,PC1,negative_Naphthofurans,1.0
414,PC1,positive_Nitrophenols,1.0
415,PC1,negative_Nitrophenols,1.0
416,PC1,positive_Nucleoside and nucleotide analogues,1.0
417,PC1,negative_Nucleoside and nucleotide analogues,1.0
418,PC1,positive_O-acylglycerone-phosphates,1.0
419,PC1,negative_O-acylglycerone-phosphates,1.0
420,PC1,positive_O-alkylglycerone phosphates,0.5084566596194502
421,PC1,negative_O-alkylglycerone phosphates,1.0
422,PC1,positive_O-glucuronides,0.3872827389816056
423,PC1,negative_O-glucuronides,1.0
424,PC1,positive_O-glycosyl compounds,0.21382331055914827
425,PC1,negative_O-glycosyl compounds,0.3744359030220036
426,PC1,positive_O-methylated flavonoids,1.0
427,PC1,negative_O-methylated flavonoids,1.0
428,PC1,positive_O-methylated isoflavonoids,1.0
429,PC1,negative_O-methylated isoflavonoids,1.0
430,PC1,positive_Oligopeptides,0.3498012414180436
431,PC1,negative_Oligopeptides,0.06326918870188133
432,PC1,positive_Organic phosphoric acids and derivatives,1.0
433,PC1,negative_Organic phosphoric acids and derivatives,0.374331550802139
434,PC1,positive_Organic sulfuric acids and derivatives,1.0
435,PC1,negative_Organic sulfuric acids and derivatives,1.0
436,PC1,positive_Organonitrogen compounds,0.33119278611806563
437,PC1,negative_Organonitrogen compounds,0.6382914667796934
438,PC1,positive_Organosulfonic acids and derivatives,1.0
439,PC1,negative_Organosulfonic acids and derivatives,0.3005108275222108
440,PC1,positive_Other hydroxyeicosapolyenoic acids,1.0
441,PC1,negative_Other hydroxyeicosapolyenoic acids,0.35943060498220636
442,PC1,positive_Oxosteroids,1.0
443,PC1,negative_Oxosteroids,1.0
444,PC1,positive_P-methoxybenzoic acids and derivatives,0.1443025258323766
445,PC1,negative_P-methoxybenzoic acids and derivatives,1.0
446,PC1,"positive_Pentahydroxy bile acids, alcohols and derivatives",0.4880512091038407
447,PC1,"negative_Pentahydroxy bile acids, alcohols and derivatives",1.0
448,PC1,positive_Pentose phosphates,1.0
449,PC1,negative_Pentose phosphates,1.0
450,PC1,positive_Pentoses,1.0
451,PC1,negative_Pentoses,1.0
452,PC1,positive_Peptides,1.0
453,PC1,negative_Peptides,0.25287356321839083
454,PC1,positive_Peptidomimetics,1.0
455,PC1,negative_Peptidomimetics,1.0
456,PC1,positive_Phenanthrenes and derivatives,0.500890098039445
457,PC1,negative_Phenanthrenes and derivatives,0.3941856265799928
458,PC1,positive_Phenethylamines,1.0
459,PC1,negative_Phenethylamines,1.0
460,PC1,positive_Phenol esters,0.5309575941731086
461,PC1,negative_Phenol esters,1.0
462,PC1,positive_Phenol ethers,1.0
463,PC1,negative_Phenol ethers,1.0
464,PC1,positive_Phenolic glycosides,0.17148376861143075
465,PC1,negative_Phenolic glycosides,1.0
466,PC1,positive_Phenols,0.785173261485409
467,PC1,negative_Phenols,0.029040715328223422
468,PC1,positive_Phenols and derivatives,1.0
469,PC1,negative_Phenols and derivatives,1.0
470,PC1,positive_Phenothiazines,1.0
471,PC1,negative_Phenothiazines,1.0
472,PC1,positive_Phenylacetamides,1.0
473,PC1,negative_Phenylacetamides,0.3978680495534428
474,PC1,positive_Phenylacetic acid derivatives,0.3903903903903904
475,PC1,negative_Phenylacetic acid derivatives,1.0
476,PC1,positive_Phenylalanine and derivatives,1.0
477,PC1,negative_Phenylalanine and derivatives,1.0
478,PC1,positive_Phenylbenzodioxanes,0.12576920695270408
479,PC1,negative_Phenylbenzodioxanes,1.0
480,PC1,positive_Phenylbutylamines,0.45209176788124156
481,PC1,negative_Phenylbutylamines,1.0
482,PC1,positive_Phenylpropanes,0.1313610529658504
483,PC1,negative_Phenylpropanes,1.0
484,PC1,positive_Phenylpropanoic acids,0.27975451967387455
485,PC1,negative_Phenylpropanoic acids,1.0
486,PC1,positive_Phenylpropenes,0.45540427896637936
487,PC1,negative_Phenylpropenes,1.0
488,PC1,positive_Phosphatidylcholines,0.21667645331767463
489,PC1,negative_Phosphatidylcholines,0.17465761005500025
490,PC1,positive_Phosphatidylethanolamines,1.0
491,PC1,negative_Phosphatidylethanolamines,0.1642286451782701
492,PC1,"positive_Phosphatidylinositol-4,5-bisphosphates",1.0
493,PC1,"negative_Phosphatidylinositol-4,5-bisphosphates",1.0
494,PC1,positive_Phosphatidylinositols,1.0
495,PC1,negative_Phosphatidylinositols,1.0
496,PC1,positive_Phosphatidylserines,0.5390243902439025
497,PC1,negative_Phosphatidylserines,1.0
498,PC1,positive_Piperidines,0.5023805325339445
499,PC1,negative_Piperidines,0.30735930735930744
500,PC1,positive_Polyethylene glycols,1.0
501,PC1,negative_Polyethylene glycols,1.0
502,PC1,positive_Proline and derivatives,0.30434518013631934
503,PC1,negative_Proline and derivatives,1.0
504,PC1,positive_Prostaglandins and related compounds,1.0
505,PC1,negative_Prostaglandins and related compounds,1.0
506,PC1,positive_Pteridines and derivatives,1.0
507,PC1,negative_Pteridines and derivatives,1.0
508,PC1,"positive_Purine 2',3'-dideoxyribonucleosides",0.46230440967283076
509,PC1,"negative_Purine 2',3'-dideoxyribonucleosides",1.0
510,PC1,positive_Purines and purine derivatives,1.0
511,PC1,negative_Purines and purine derivatives,1.0
512,PC1,positive_Pyrans,0.4636904761904762
513,PC1,negative_Pyrans,1.0
514,PC1,positive_Pyrazines,1.0
515,PC1,negative_Pyrazines,1.0
516,PC1,positive_Pyridinecarboxylic acids and derivatives,1.0
517,PC1,negative_Pyridinecarboxylic acids and derivatives,1.0
518,PC1,positive_Pyridines and derivatives,0.4693830079023643
519,PC1,negative_Pyridines and derivatives,0.5896058241381892
520,PC1,positive_Pyridoindoles,0.4100840336134453
521,PC1,negative_Pyridoindoles,1.0
522,PC1,positive_Pyridoxamines,0.13795853269537484
523,PC1,negative_Pyridoxamines,1.0
