Bacteria_PC,Metabolite_PC,coef_a,coef_b,coef_c,coef_c_prime,coef_a * coef_b
PC1,PC24,-0.034319793230830814,0.012155737434673939,-0.6178659361132199,-0.617666550824977,-0.00041718239532627935
PC1,PC25,-0.027654798478681207,0.07001613321377476,-0.6178659361132199,-0.6182727148885276,-0.001936282054283439
PC1,PC26,-0.0749669153375554,-0.04174498226934084,-0.6178659361132199,-0.620754911946851,0.003129492551553426
PC1,PC27,0.061965276532960425,0.0016407199288930936,-0.6178659361132199,-0.61798020493036,0.00010166766410699971
PC1,PC28,-0.06974980847902532,-0.08375199503089402,-0.6178659361132199,-0.6246497853504657,0.005841685613141138
PC1,PC29,-0.1585802516262999,-0.18992268927596803,-0.6178659361132199,-0.6572871962771565,0.03011798785492658
PC1,PC30,-0.0067419214823919715,0.12486314447000256,-0.6178659361132199,-0.621072725430763,-0.0008418175160613226
PC1,PC31,0.07565068994908095,-0.17726333927106364,-0.6178659361132199,-0.6113693984363303,-0.01341009391853398
PC1,PC32,0.09308002038204576,0.12213876923169956,-0.6178659361132199,-0.6373753872165868,0.011368679129524578
PC1,PC33,0.008863023731388298,0.22321702865125595,-0.6178659361132199,-0.6234760223006309,0.001978377822186063
PC1,PC34,0.026042401638360444,-0.009956737013393502,-0.6178659361132199,-0.6174756531480226,-0.000259297344310323
PC1,PC35,0.026760527898636685,-0.22517171541894046,-0.6178659361132199,-0.6185076979788806,-0.0060257139724524365
PC1,PC36,-0.12781361219008247,0.10835222944389158,-0.6178659361132199,-0.6031299813060377,-0.013848889834072394
PC1,PC37,0.03317725713064793,-0.07380115779653434,-0.6178659361132199,-0.6167850929719387,-0.002448519988755142
PC1,PC38,-0.07135937023472382,0.31367130755561906,-0.6178659361132199,-0.6005240585341615,-0.022383386967871344
PC1,PC39,0.03545638344279904,0.0887930089823564,-0.6178659361132199,-0.6246975304751816,0.003148278973518328
PC1,PC40,0.016718397557469837,-0.05386553589691198,-0.6178659361132199,-0.6175866794336493,-0.000900545443770737
PC1,PC41,0.020543621768742477,0.031718386448136036,-0.6178659361132199,-0.6186947369538988,0.0006516105343053139
PC1,PC42,-0.03577409605283837,-0.06758611993638142,-0.6178659361132199,-0.6215837360936178,0.0024178323464427633
PC1,PC43,0.060648674710097286,0.394832339884578,-0.6178659361132199,-0.6557643768622977,0.023946058146686343
PC1,PC44,-0.08657642686133066,-0.0245953275235617,-0.6178659361132199,-0.6204477158034993,0.0021293755744741126
PC1,PC45,0.15457679356955906,0.054773247236140965,-0.6178659361132199,-0.6277327245371087,0.008466672931155383
PC1,PC46,-0.03587614753326167,0.037149818734912195,-0.6178659361132199,-0.6168426650444425,-0.0013327923777676383
PC1,PC47,-0.08940485177601992,0.046582343172515056,-0.6178659361132199,-0.6138183819805364,-0.004164687486718402
PC1,PC48,0.14247334712248919,-0.08741049567922199,-0.6178659361132199,-0.6080360101881094,-0.012453665893054636
PC1,PC49,-0.017626817241745855,-0.02350888794161654,-0.6178659361132199,-0.6185719978256663,0.00041438687130355766
PC1,PC50,-0.10301882854375496,0.06217983134688278,-0.6178659361132199,-0.6134354150539152,-0.0064056933844041175
PC2,PC1,0.4813713477690965,-1.8607767712577183,-0.7812790991917756,0.09442564868185656,-0.8957246222777557
PC2,PC2,-0.0399574402988164,0.19656544904417672,-0.7812790991917756,-0.7770102644059645,-0.007854252194992728
PC2,PC3,-0.024713152896612342,0.7452702265671503,-0.7812790991917756,-0.8349315189346127,-0.018417977058446906
PC2,PC4,-0.15220938514029614,0.22463327009462195,-0.7812790991917756,-0.7456500509766918,-0.03419129192315648
PC2,PC5,0.0009376764661079319,0.68129304585059,-0.7812790991917756,-0.795752813869517,0.0006388324556170905
PC2,PC6,-0.12495475399575813,-0.04583710337625061,-0.7812790991917756,-0.7812592069147477,0.005727563976257529
PC2,PC7,-0.10668338754832664,-0.06670125062012137,-0.7812790991917756,-0.7914908584327932,0.007115915369864471
PC2,PC8,-0.0780381647902522,0.0036258070823325344,-0.7812790991917756,-0.7808781270380439,-0.0002829513305887299
PC2,PC9,-0.060733472855932585,-0.18304217031287595,-0.7812790991917756,-0.8173173226606356,0.01111678668218804
PC2,PC10,-0.09788242941617813,-0.4441403959963489,-0.7812790991917756,-0.8611866229488211,0.043473540961986024
PC2,PC11,0.0319148163660852,0.01741275097387196,-0.7812790991917756,-0.7823600967374451,0.0005557247497594949
PC2,PC12,0.038189939810717194,-0.004726221675441448,-0.7812790991917756,-0.7810416711628562,-0.00018049412131721586
PC2,PC13,-0.10637394970354694,-0.17293518278486186,-0.7812790991917756,-0.8001713507246562,0.018395798435530592
PC2,PC14,-0.021831654296345225,0.4080834249989444,-0.7812790991917756,-0.7859636992479472,-0.008909136258645478
PC2,PC15,-0.05152093020439681,0.04464936888961536,-0.7812790991917756,-0.7771126612311046,-0.0023003770182322397
PC2,PC16,3.2219820664345505e-05,0.1231614457622906,-0.7812790991917756,-0.788610517264138,3.968239695222519e-06
PC2,PC17,0.020223366824297463,-0.013316440548627583,-0.7812790991917756,-0.7813558656005484,-0.00026930326200884456
PC2,PC18,0.02560362357446533,-0.003863424642524156,-0.7812790991917756,-0.7806004691611399,-9.891767025550176e-05
PC2,PC19,-0.10364455210264902,0.25210093955175783,-0.7812790991917756,-0.7269245376526321,-0.026128888964498935
PC2,PC20,0.10909822241744963,0.12940539808141788,-0.7812790991917756,-0.7928740618678468,0.014117898901905136
PC2,PC21,-0.07180346344079856,-0.1852429562759801,-0.7812790991917756,-0.8067353698582156,0.013301085838627782
PC2,PC22,-0.024343902043012913,-0.1031245542282053,-0.7812790991917756,-0.7811910947333359,0.002510454046360803
PC2,PC23,-0.03183982378170135,0.13600947539900557,-0.7812790991917756,-0.7697467857690872,-0.004330517729345983
PC2,PC24,-0.0755847377720898,0.0011364060669580153,-0.7812790991917756,-0.7812705443395226,-8.58949545736335e-05
PC2,PC25,0.19144603835125856,0.18184497997949398,-0.7812790991917756,-0.7990734115141361,0.03481350101113805
PC2,PC26,0.06374500553855869,-0.002910824597305593,-0.7812790991917756,-0.7816527886619651,-0.00018555053007701788
PC2,PC27,-0.014769447515932045,-0.06310642983198306,-0.7812790991917756,-0.7867205725206574,0.0009320471033213221
PC2,PC28,-0.213858815926299,-0.16059202978510742,-0.7812790991917756,-0.8090393644836883,0.03434402133704401
PC2,PC29,0.07167489843565392,-0.056308200044691004,-0.7812790991917756,-0.7826257106391041,-0.004035884519297711
PC2,PC30,0.07172125400747606,0.158751646464745,-0.7812790991917756,-0.7890789041288196,0.011385867160203015
PC2,PC31,-0.051004721124343955,-0.24147377541267712,-0.7812790991917756,-0.7850078676126618,0.01231630257376606
PC2,PC32,-0.029454010512037658,0.03441239038797249,-0.7812790991917756,-0.7810863758479287,-0.0010135829082316852
PC2,PC33,0.0264960317539559,0.20004449965299678,-0.7812790991917756,-0.7604542606339467,0.005300385415010023
PC2,PC34,-0.03506141339285464,-0.07228018188594335,-0.7812790991917756,-0.7907044262881306,0.002534245337213783
PC2,PC35,-0.004031014166129289,-0.23540348602846323,-0.7812790991917756,-0.7763769392125919,0.0009489147869369533
PC2,PC36,-0.07075941479185835,0.15187325530586507,-0.7812790991917756,-0.7800796006170402,-0.010746462667977508
PC2,PC37,-0.0533176941152316,-0.12472123002908296,-0.7812790991917756,-0.790158153659979,0.006649848392366083
PC2,PC38,-0.030520133532492992,0.33054831062654527,-0.7812790991917756,-0.7651959037297478,-0.010088378579262133
PC2,PC39,0.11424127522720795,0.14611387079065807,-0.7812790991917756,-0.8103028694816925,0.01669223492750827
PC2,PC40,-0.10696804447990285,-0.1474696484081556,-0.7812790991917756,-0.8084116155065363,0.015774539910359223
PC2,PC41,-0.09187594867541216,-0.015243613269643111,-0.7812790991917756,-0.7811700204049294,0.0014005214303895622
PC2,PC42,0.014966160501786221,-0.033041140632189714,-0.7812790991917756,-0.7801552513718782,-0.0004944990138634416
PC2,PC43,0.04441915243597784,0.3676355355254501,-0.7812790991917756,-0.8006965242880089,0.016330058893387314
PC2,PC44,-0.09208583783267946,-0.015134067862823734,-0.7812790991917756,-0.7822901242050844,0.0013936333189647522
PC2,PC45,0.06646424291634824,0.011629328064324382,-0.7812790991917756,-0.782928049535821,0.0007729344854211616
PC2,PC46,0.05918496313961423,0.10818913399137153,-0.7812790991917756,-0.7942361641243494,0.006403169907386109
PC2,PC47,0.03510298517273598,0.11438557359864095,-0.7812790991917756,-0.7827318776672108,0.004015275094007994
PC2,PC48,0.07359252664729149,-0.11963716777528297,-0.7812790991917756,-0.7709030910913023,-0.008804401457508994
PC2,PC49,0.13932978230419787,0.06565249347969253,-0.7812790991917756,-0.7879442124467386,0.00914734762425333
PC2,PC50,0.009600424714886063,0.11898522463091031,-0.7812790991917756,-0.7802998305942931,0.0011423086912528612
PC3,PC1,0.519609676986794,-1.7157211347988794,-0.8196168001413586,-0.19883390469123152,-0.8915053046522613
PC3,PC2,-0.19794098156365578,0.05335506712196181,-0.8196168001413586,-0.8080436222673782,-0.010561154357515859
PC3,PC3,-0.008168996314629553,0.7671700823863264,-0.8196168001413586,-0.9035686484778979,-0.006267009575707951
PC3,PC4,0.12379498776411538,0.4639860362696678,-0.8196168001413586,-0.8950484543797167,0.057439145682723916
PC3,PC5,-0.04789166477991367,0.6991878749058404,-0.8196168001413586,-0.9116330851635608,-0.03348527132317072
PC3,PC6,-0.00965509151712858,-0.012708919407139118,-0.8196168001413586,-0.819816806914087,0.0001227057799597397
PC3,PC7,-0.0024066951720780883,-0.004982972064005678,-0.8196168001413586,-0.81977755017706,1.1992494809042452e-05
PC3,PC8,-0.07953088975173644,-0.015256916793551931,-0.8196168001413586,-0.8211020284115454,0.001213396167459395
PC3,PC9,-0.016834725856174147,-0.13980979818570252,-0.8196168001413586,-0.8257321346964738,0.0023536596244633358
PC3,PC10,-0.1147693292628681,-0.49640538646017274,-0.8196168001413586,-0.9074334012721095,0.05697211324650885
PC3,PC11,-0.05427174240889355,-0.06580628407700226,-0.8196168001413586,-0.8257268939843895,0.0035714216983135398
PC3,PC12,0.049307262236039553,0.013297124791645595,-0.8196168001413586,-0.8203159837253311,0.0006556448190870121
PC3,PC13,-0.12541036109107304,-0.2437340065771065,-0.8196168001413586,-0.8633276326752335,0.030566769775008898
PC3,PC14,-0.03263717416893243,0.4253949519488586,-0.8196168001413586,-0.8451473810176964,-0.01388368913733954
PC3,PC15,0.021798162639784055,0.10060702830731773,-0.8196168001413586,-0.8193713515279241,0.00219304836574827
PC3,PC16,-0.08965952603735439,0.04850408236361838,-0.8196168001413586,-0.8173436414099144,-0.004348853035598824
PC3,PC17,-0.018505264323756578,-0.031121843770191827,-0.8196168001413586,-0.820212166356935,0.0005759179452100567
PC3,PC18,-0.04947204046887116,-0.1158821560272202,-0.8196168001413586,-0.8328331726706167,0.00573292671259868
PC3,PC19,-0.01758338468216504,0.3500836701558784,-0.8196168001413586,-0.8313189847937167,-0.006155655843294991
PC3,PC20,-0.06710055511514984,0.013309682223517312,-0.8196168001413586,-0.8186410810039371,-0.0008930870656042535
PC3,PC21,0.10267578853908121,-0.046456481728922985,-0.8196168001413586,-0.8145351800850688,-0.0047699558942685865
PC3,PC22,0.03229220419697666,-0.08117648544395153,-0.8196168001413586,-0.8192507027954826,-0.0026213676439489865
PC3,PC23,0.00013396991474481923,0.1823228280929668,-0.8196168001413586,-0.8272888028902378,2.4425773735649092e-05
PC3,PC24,-0.08126973359650017,-0.04499016473698855,-0.8196168001413586,-0.8247773815548641,0.0036563387026377157
PC3,PC25,0.059991284662721134,0.1514751072807459,-0.8196168001413586,-0.8356569129755187,0.009087186280195449
PC3,PC26,0.006942781970227817,0.010015558300172174,-0.8196168001413586,-0.8196440370744414,6.953583758820094e-05
PC3,PC27,-0.0396036131414531,-0.0769259649636681,-0.8196168001413586,-0.8249468160959589,0.003046546156954087
PC3,PC28,0.0957524523142608,0.04299068184567222,-0.8196168001413586,-0.8245031118298226,0.004116463213385287
PC3,PC29,-0.14361257133554953,-0.21394377819823382,-0.8196168001413586,-0.8609765059300628,0.03072501610829084
PC3,PC30,0.07036352788390668,0.20149281582626377,-0.8196168001413586,-0.8431089642844904,0.014177745364798183
PC3,PC31,0.02261045536247208,-0.22028443789348054,-0.8196168001413586,-0.828165650403531,-0.004980731450037796
PC3,PC32,0.11545288325332204,0.16000563429890347,-0.8196168001413586,-0.8452468769830305,0.018473111816585043
PC3,PC33,-0.017028638159236532,0.22132880937482596,-0.8196168001413586,-0.8286830505176785,-0.00376892820905855
PC3,PC34,-0.11913522041311851,-0.12339322867084086,-0.8196168001413586,-0.8326441993022342,0.014700479495186962
PC3,PC35,-0.07247469630323154,-0.3255856661489671,-0.8196168001413586,-0.8608661280385507,0.023596722274831727
PC3,PC36,-0.06899511572201222,0.1440709521869258,-0.8196168001413586,-0.8148790384468905,-0.009940192018317437
PC3,PC37,0.0013426354592511736,-0.10906757652685242,-0.8196168001413586,-0.8268816032084921,-0.00014643799569954302
PC3,PC38,0.007274372634238715,0.39140181785519784,-0.8196168001413586,-0.8419275367220186,0.002847202672797137
PC3,PC39,-0.10184283537241585,-0.013802337770046389,-0.8196168001413586,-0.8206556592731964,0.0014056692132693117
PC3,PC40,0.15107448223123748,0.06227592253566477,-0.8196168001413586,-0.8298569320970024,0.009408302752548208
PC3,PC41,0.07346958113225782,0.06796572277078673,-0.8196168001413586,-0.822119337632066,0.004993413183320859
PC3,PC42,-0.02632781249269573,-0.06618191111534394,-0.8196168001413586,-0.821959962714745,0.0017424249462530306
PC3,PC43,-0.03996277189497262,0.3520657912512493,-0.8196168001413586,-0.837946445544018,-0.014069524907796723
PC3,PC44,-0.029385734147683813,0.016860258251030758,-0.8196168001413586,-0.8196605376766467,-0.0004954510666260823
PC3,PC45,-0.06694079994446987,-0.12041803766722878,-0.8196168001413586,-0.8371516052736534,0.008060879769187599
PC3,PC46,0.034507757944315626,0.09540751570291539,-0.8196168001413586,-0.8276416969513052,0.0032922994579446963
PC3,PC47,-0.01435337150496041,0.10672460068012148,-0.8196168001413586,-0.8232286737490485,-0.001531857842280334
PC3,PC48,-0.14880433324981734,-0.3253167374257859,-0.8196168001413586,-0.8876205788445256,0.04840854020764997
PC3,PC49,-0.12110661158744922,-0.10201619881734857,-0.8196168001413586,-0.8309324420331305,0.01235483616580063
PC3,PC50,0.05930846089514282,0.17338441834722915,-0.8196168001413586,-0.8290308324966478,0.010283162995373723
PC4,PC1,-0.003904357791133628,-1.8016063500029433,0.09294739283638676,0.111252831011296,0.0070341157891898095
PC4,PC2,-0.08368542631854728,0.2147522241093679,0.09294739283638676,0.11073181176256729,-0.017971631427448658
PC4,PC3,-0.07635860251138973,0.703848444781915,0.09294739283638676,0.15241993618213362,-0.05374488362336209
PC4,PC4,0.13129271842105275,0.2961120303628896,0.09294739283638676,0.05531025905814378,0.03887735342352108
PC4,PC5,0.003956162905702484,0.6437785028045877,0.09294739283638676,0.10199445074951037,0.0025468926322841927
PC4,PC6,-0.04350770799198012,0.002300348702068158,0.09294739283638676,0.09305373645162851,-0.00010008289960931191
PC4,PC7,0.23002218697515053,-0.016776453051185775,0.09294739283638676,0.09686005534759308,-0.0038589564205196887
PC4,PC8,-0.015590911650205506,0.05005743278476031,0.09294739283638676,0.09358311343244269,-0.0007804410119832986
PC4,PC9,0.03428853383155672,-0.10793842763158702,0.09294739283638676,0.09697026627306529,-0.0037010504275707084
PC4,PC10,0.07966669456519823,-0.346938596145119,0.09294739283638676,0.12448814821707954,-0.027639451171971856
PC4,PC11,0.08161644063328356,-0.02086783214233606,0.09294739283638676,0.09464739549630379,-0.0017031581831902975
PC4,PC12,-0.06847555245347464,-0.02086267969143434,0.09294739283638676,0.09146501291700296,0.0014285835175308521
PC4,PC13,0.07308866182501264,-0.11431799168661398,0.09294739283638676,0.10178520985414968,-0.008355349034897536
PC4,PC14,0.031954486693444265,0.39136687785884433,0.09294739283638676,0.08102039974491435,0.012505927690795268
PC4,PC15,-0.00239410994235989,0.08110628169874366,0.09294739283638676,0.0932001465710997,-0.00019417735540280419
PC4,PC16,0.14636506287868228,0.09121977728586002,0.09294739283638676,0.07980062065517597,0.013351388438224296
PC4,PC17,-0.06042812897996885,-0.011854032097235657,0.09294739283638676,0.09223131647802717,0.0007163169805044469
PC4,PC18,-0.13194927089739403,-0.03903243588137426,0.09294739283638676,0.08783468844150422,0.005150301455896615
PC4,PC19,-0.08849311015568667,0.32946082408794064,0.09294739283638676,0.12430095694977966,-0.02915501299799744
PC4,PC20,-0.11666017467719997,0.07427773484079214,0.09294739283638676,0.10162679632808196,-0.008665253521153554
PC4,PC21,-0.023197905171237564,-0.11690562207303565,0.09294739283638676,0.09059464772671239,0.0027119655348348177
PC4,PC22,-0.04878043239935204,-0.08799676457466854,0.09294739283638676,0.08887376925790022,0.004292520225696315
PC4,PC23,0.09373998219208068,0.15450049247519035,0.09294739283638676,0.07911887873712845,0.01448287341329204
PC4,PC24,0.049407377094058895,0.023651962852232915,0.09294739283638676,0.09176173464373683,0.0011685814476549445
PC4,PC25,0.07516085141774717,0.06940945579956256,0.09294739283638676,0.08776302224780408,0.005216873794337612
PC4,PC26,-0.020615960008977308,0.004468074096280709,0.09294739283638676,0.0930539934890657,-9.211363688607052e-05
PC4,PC27,-0.0553583049336615,-0.03151604203054883,0.09294739283638676,0.09124781309212183,0.0017446746650292143
PC4,PC28,-0.08310099193053422,-0.026538797417590458,0.09294739283638676,0.09069060968636129,0.002205400390045267
PC4,PC29,-0.02605734882722076,-0.07294941358316846,0.09294739283638676,0.09139491831996852,0.001900868316477817
PC4,PC30,-0.05105622833595766,0.12167975287526846,0.09294739283638676,0.09948334887321561,-0.006212509246662607
PC4,PC31,-0.25038433357763035,-0.19639197214210347,0.09294739283638676,0.044442172820975824,0.04917347306479712
PC4,PC32,0.04526089108140481,0.045176132058624884,0.09294739283638676,0.09095149142648544,0.0020447119925845808
PC4,PC33,-0.13437477052650826,0.21958052328646857,0.09294739283638676,0.12312875127920743,-0.029506082428709817
PC4,PC34,-0.09631912424364449,-0.01792552882064677,0.09294739283638676,0.09122738458365276,0.0017265712376089062
PC4,PC35,-0.019902953983722146,-0.228053752213369,0.09294739283638676,0.09164383030822064,0.004538943336117856
PC4,PC36,0.19137718094478168,0.16401906805321456,0.09294739283638676,0.061893309335725955,0.0313895068652145
PC4,PC37,0.01961091862852883,-0.08722387081255195,0.09294739283638676,0.09514510517860826,-0.0017105402329702672
PC4,PC38,-0.2230879695590761,0.38724257240631155,0.09294739283638676,0.18626760674387935,-0.08638915920495754
PC4,PC39,0.1674855224308959,0.04039813861619274,0.09294739283638676,0.08627743868927942,0.006766103351368792
PC4,PC40,-0.0289149095132433,-0.05565378711658976,0.09294739283638676,0.09128694247214239,0.0016092242185454988
PC4,PC41,0.03407169146402721,0.014158283799292829,0.09294739283638676,0.09245717197619968,0.00048239667726964017
PC4,PC42,0.028946801600101102,-0.04358286498293724,0.09294739283638676,0.09438501424525829,-0.001261584545825078
PC4,PC43,0.12022145875248734,0.3260485278699112,0.09294739283638676,0.05789128757269047,0.03919802964462175
PC4,PC44,0.030925430383375523,0.027910973594892967,0.09294739283638676,0.09214478916549539,0.0008631588708410949
PC4,PC45,-0.11525934885948044,-0.03380268197033999,0.09294739283638676,0.08914284537799952,0.0038960751136054867
PC4,PC46,0.003593837065064928,0.05372619836902944,0.09294739283638676,0.09300907251691362,0.0001930832030636489
PC4,PC47,0.04378915283602461,0.08997787653831392,0.09294739283638676,0.08890770766837619,0.003940054987597181
PC4,PC48,-0.16439461862126467,-0.14778752264643105,0.09294739283638676,0.06938043119138863,0.02429547342244155
PC4,PC49,-0.07147207295815103,-0.0024828710109625904,0.09294739283638676,0.09277339187998293,0.00017745593804119648
PC4,PC50,0.03823063005356582,0.109424365391362,0.09294739283638676,0.08934287841525919,0.004183362432123371
PC5,PC1,-0.19519008513961106,-2.0672756591331343,-0.1717093897121696,-0.6615963531087783,0.40351171191324203
PC5,PC2,-0.24690537086428122,0.17268689065419285,-0.1717093897121696,-0.13020556736189787,-0.042637320780373064
PC5,PC3,-0.24573264484056886,0.6846427863963274,-0.1717093897121696,-0.028710600065729536,-0.16823908267218615
PC5,PC4,0.09387238413119861,0.32716129494765883,-0.1717093897121696,-0.20669437412306849,0.030711410752186998
PC5,PC5,-0.22050854352676363,0.6309001773199888,-0.1717093897121696,-0.04559410338998839,-0.13911887921160765
PC5,PC6,0.0412929255580944,0.005203846977252323,-0.1717093897121696,-0.17192109099152564,0.00021488206584739474
PC5,PC7,-0.034976430387497925,-0.0007630745849548206,-0.1717093897121696,-0.17173871991280648,2.6689625101141153e-05
PC5,PC8,0.10334366543668841,0.06762789594501363,-0.1717093897121696,-0.17874245273316136,0.006988914652728665
PC5,PC9,-0.09484242392223641,-0.1228791941296024,-0.1717093897121696,-0.18388361827863967,0.011654160620862533
PC5,PC10,0.0030364636379236407,-0.3372408083152242,-0.1717093897121696,-0.1757640493199581,-0.0010240194516731548
PC5,PC11,0.05993538080335657,-0.0028500745027876585,-0.1717093897121696,-0.17153760451970707,-0.00017082030064251546
PC5,PC12,0.24275880622247747,0.01558950859621369,-0.1717093897121696,-0.17547358238663413,0.003784490496411886
PC5,PC13,0.03225732482743817,-0.10215328068519944,-0.1717093897121696,-0.16921654027221544,-0.003295191557250944
PC5,PC14,0.053099907708202485,0.40856051732323184,-0.1717093897121696,-0.19766489797957829,0.021694525763079075
PC5,PC15,-0.1706120365940533,0.053410397495690334,-0.1717093897121696,-0.16267461021766913,-0.009112456692037653
PC5,PC16,-0.06881103403307351,0.09096901171716416,-0.1717093897121696,-0.16546163178088674,-0.006259671761224846
PC5,PC17,-0.02589073282894102,-0.02202361723420282,-0.1717093897121696,-0.17231058866539953,0.0005702075897376062
PC5,PC18,-0.1193249138223957,-0.07257475163526465,-0.1717093897121696,-0.18061789843818246,0.008659975984559726
PC5,PC19,-0.04083047238344639,0.31296956806511583,-0.1717093897121696,-0.162675009260862,-0.012778695305741859
PC5,PC20,0.052262348554302895,0.07269884112558177,-0.1717093897121696,-0.17576180034906114,0.003799412174399044
PC5,PC21,0.01297930350440086,-0.11709676564768001,-0.1717093897121696,-0.17068458090977615,-0.0015198344607249396
PC5,PC22,-0.01475318351483335,-0.09533508478928954,-0.1717093897121696,-0.1736695814924523,0.001406496001298586
PC5,PC23,-0.08494504716475797,0.1480401266834243,-0.1717093897121696,-0.1594368304313793,-0.012575275543400223
PC5,PC24,0.052724463082160916,0.037179066671797524,-0.1717093897121696,-0.17361868554006635,0.001960246328166388
PC5,PC25,0.238322130924361,0.12587092707994305,-0.1717093897121696,-0.20283796515923216,0.029997827563116884
PC5,PC26,0.11702640731756758,0.023075403850298347,-0.1717093897121696,-0.1744616069833931,0.0027004316100023816
PC5,PC27,-0.03134414618110979,-0.042428645036834536,-0.1717093897121696,-0.1731274352191531,0.00132988965230096
PC5,PC28,-0.01780712912214962,-0.03736520549469695,-0.1717093897121696,-0.17241065535194017,0.0006653670389197231
PC5,PC29,0.011542701396690946,-0.07350388485846378,-0.1717093897121696,-0.17098728873541452,-0.0008484333944180003
PC5,PC30,0.012178738551520768,0.11985805460452029,-0.1717093897121696,-0.1742354105656155,0.0014597199103223526
PC5,PC31,0.02036759167556776,-0.20489183940763087,-0.1717093897121696,-0.16901060781921634,-0.004173153322710629
PC5,PC32,0.0607525025866498,0.06069289327694795,-0.1717093897121696,-0.17566388437529437,0.0036872451557990404
PC5,PC33,-0.0312769275581298,0.19789695831768794,-0.1717093897121696,-0.16758036269921786,-0.006189608829276559
PC5,PC34,-0.005473316353275186,-0.027760299622072264,-0.1717093897121696,-0.17192496278243208,0.0001519409018933071
PC5,PC35,0.1712173062737366,-0.20569430269685798,-0.1717093897121696,-0.13853218552762225,-0.03521842442361062
PC5,PC36,-0.036810676127962606,0.1709690694424083,-0.1717093897121696,-0.16634339164477188,-0.006293487043143641
PC5,PC37,-0.01722885228310067,-0.08845121229117213,-0.1717093897121696,-0.1735186739489417,0.001523912870825783
PC5,PC38,0.022232848785356304,0.34685546264474065,-0.1717093897121696,-0.18450943646396334,0.007711585051355321
PC5,PC39,-0.04249485928682703,0.047494557232084136,-0.1717093897121696,-0.16966716486304295,-0.0020182745264675683
PC5,PC40,-0.0519632795006587,-0.06772468154848332,-0.1717093897121696,-0.17528103063713013,0.003519196556396942
PC5,PC41,0.07938718539469139,0.031473566090044626,-0.1717093897121696,-0.17427745524784952,0.002498597826222445
PC5,PC42,-0.1090383624811315,-0.06082335947700547,-0.1717093897121696,-0.1786102813749271,0.006632079517973887
PC5,PC43,-0.07959174892356034,0.32395530664418676,-0.1717093897121696,-0.1519207069361011,-0.025784169428879112
PC5,PC44,-0.04914225059137073,0.022531809155269245,-0.1717093897121696,-0.17066300368508514,-0.0011072638117851825
PC5,PC45,0.014932712016482582,-0.04137320541721689,-0.1717093897121696,-0.17110889247940278,-0.0006178141616940769
PC5,PC46,0.06889917177942982,0.06682744746623218,-0.1717093897121696,-0.17660069449389817,0.004604355782556753
